User ID;Subscription Type;Monthly Revenue;Join Date;Last Payment Date;Country;Age;Gender;Device;Plan Duration
1250;Basic;10;08/09/2022;04/07/2023;Italy;44;Female;Smartphone;10 Months
1251;Premium;10;14/09/2022;03/07/2023;Spain;28;Female;Tablet;10 Months
1252;Basic;11;15/09/2022;05/07/2023;Spain;51;Male;Laptop;10 Months
1253;Standard;11;27/09/2022;02/07/2023;United States;48;Male;Laptop;9 Months
1254;Standard;14;30/09/2022;04/07/2023;Canada;49;Female;Tablet;9 Months
1255;Basic;10;02/10/2022;04/07/2023;United States;50;Male;Smart TV;9 Months
1256;Premium;13;03/10/2022;05/07/2023;United States;43;Male;Laptop;9 Months
1257;Basic;14;05/10/2022;01/07/2023;Canada;32;Male;Smart TV;9 Months
1258;Standard;15;10/10/2022;03/07/2023;United Kingdom;42;Female;Tablet;9 Months
1259;Premium;13;11/10/2022;03/07/2023;Australia;41;Female;Laptop;9 Months
1260;Basic;11;13/10/2022;04/07/2023;Germany;31;Male;Laptop;9 Months
1261;Premium;11;14/10/2022;02/07/2023;France;37;Female;Smart TV;9 Months
1262;Basic;12;16/10/2022;03/07/2023;Brazil;46;Male;Smart TV;9 Months
1263;Standard;14;18/10/2022;03/07/2023;Mexico;30;Female;Tablet;9 Months
1264;Standard;11;22/10/2022;05/07/2023;Spain;30;Female;Smart TV;9 Months
1265;Basic;10;24/10/2022;03/07/2023;Italy;34;Female;Tablet;8 Months
1266;Premium;15;25/10/2022;04/07/2023;Spain;47;Female;Laptop;8 Months
1267;Basic;14;29/10/2022;03/07/2023;Spain;41;Male;Tablet;8 Months
1268;Standard;13;02/11/2022;04/07/2023;United States;42;Female;Laptop;8 Months
1269;Premium;12;03/11/2022;05/07/2023;Canada;48;Female;Smartphone;8 Months
1270;Basic;11;04/11/2022;06/07/2023;United States;30;Female;Smart TV;8 Months
1271;Basic;13;05/11/2022;03/07/2023;United States;51;Male;Smartphone;8 Months
1272;Basic;13;05/11/2022;04/07/2023;Canada;27;Male;Smartphone;8 Months
1273;Standard;13;31/10/2022;04/07/2023;United Kingdom;38;Male;Tablet;8 Months
1274;Premium;12;27/10/2022;05/07/2023;Australia;29;Female;Smart TV;8 Months
1275;Basic;11;25/10/2022;03/07/2023;Germany;40;Female;Smartphone;8 Months
1276;Basic;12;26/10/2022;04/07/2023;France;31;Female;Laptop;8 Months
1277;Premium;11;30/09/2022;04/07/2023;Brazil;30;Male;Smartphone;9 Months
1278;Standard;13;27/09/2022;05/07/2023;Mexico;44;Male;Laptop;9 Months
1279;Standard;14;12/09/2022;03/07/2023;Spain;34;Female;Tablet;10 Months
1280;Basic;14;25/08/2022;04/07/2023;Italy;28;Female;Laptop;10 Months
1281;Premium;13;25/08/2022;04/07/2023;Spain;41;Female;Laptop;10 Months
1282;Standard;12;22/08/2022;05/07/2023;Spain;43;Male;Tablet;11 Months
1283;Basic;10;17/08/2022;02/07/2023;United States;33;Male;Laptop;11 Months
1284;Standard;12;09/08/2022;03/07/2023;Canada;32;Female;Tablet;11 Months
1285;Premium;10;06/08/2022;04/07/2023;United States;39;Male;Smart TV;11 Months
1286;Basic;15;17/07/2022;04/07/2023;United States;37;Male;Laptop;12 Months
1287;Premium;11;12/07/2022;02/07/2023;Canada;46;Male;Tablet;12 Months
1288;Standard;11;12/07/2022;03/07/2023;United Kingdom;39;Male;Smartphone;12 Months
1289;Basic;12;02/07/2022;04/07/2023;Australia;46;Female;Tablet;12 Months
1290;Standard;13;02/07/2022;03/07/2023;Germany;43;Male;Laptop;12 Months
1291;Premium;10;30/06/2022;02/07/2023;France;32;Female;Laptop;12 Months
1292;Basic;12;30/06/2022;04/07/2023;Brazil;30;Female;Smart TV;12 Months
1293;Standard;11;01/07/2022;04/07/2023;Mexico;40;Female;Tablet;12 Months
1294;Premium;11;30/06/2022;04/07/2023;Spain;51;Female;Smartphone;12 Months
1295;Basic;10;29/06/2022;02/07/2023;Italy;40;Female;Smartphone;12 Months
1296;Premium;12;30/06/2022;03/07/2023;Spain;28;Male;Smart TV;12 Months
1297;Basic;14;29/06/2022;04/07/2023;Spain;51;Female;Smartphone;12 Months
1298;Standard;14;26/06/2022;03/07/2023;United States;27;Male;Laptop;12 Months
1299;Standard;14;27/06/2022;01/07/2023;Canada;35;Male;Smart TV;12 Months
1300;Basic;11;24/06/2022;03/07/2023;United States;37;Male;Laptop;12 Months
1301;Premium;14;23/06/2022;04/07/2023;United States;51;Male;Smart TV;13 Months
1302;Basic;11;23/06/2022;03/07/2023;Canada;40;Male;Smart TV;13 Months
1303;Standard;14;25/06/2022;03/07/2023;United Kingdom;38;Male;Laptop;12 Months
1304;Premium;11;28/06/2022;03/07/2023;Australia;48;Female;Laptop;12 Months
1305;Basic;11;01/07/2022;03/07/2023;Germany;49;Male;Smartphone;12 Months
1306;Premium;15;02/07/2022;05/07/2023;France;33;Female;Laptop;12 Months
1307;Basic;10;06/07/2022;03/07/2023;Brazil;34;Female;Tablet;12 Months
1308;Standard;15;12/07/2022;06/07/2023;Mexico;39;Male;Tablet;12 Months
1309;Standard;13;17/07/2022;02/07/2023;Spain;37;Female;Tablet;12 Months
1310;Basic;15;23/07/2022;05/07/2023;Italy;44;Male;Laptop;12 Months
1311;Premium;15;29/07/2022;04/07/2023;Spain;35;Male;Tablet;11 Months
1312;Basic;11;06/08/2022;06/07/2023;Spain;31;Female;Laptop;11 Months
1313;Standard;10;09/08/2022;02/07/2023;United States;39;Male;Smart TV;11 Months
1314;Premium;13;14/08/2022;05/07/2023;Canada;38;Male;Tablet;11 Months
1315;Basic;11;20/08/2022;03/07/2023;United States;42;Male;Smartphone;11 Months
1316;Premium;12;28/08/2022;05/07/2023;United States;48;Female;Tablet;10 Months
1317;Basic;11;02/09/2022;03/07/2023;Canada;31;Male;Tablet;10 Months
1318;Standard;11;04/09/2022;05/07/2023;United Kingdom;42;Male;Smartphone;10 Months
1319;Standard;14;06/09/2022;03/07/2023;Australia;35;Male;Smartphone;10 Months
1320;Basic;10;14/09/2022;05/07/2023;Germany;39;Male;Laptop;10 Months
1321;Premium;13;15/09/2022;04/07/2023;France;50;Female;Tablet;10 Months
1322;Basic;11;16/09/2022;06/07/2023;Brazil;40;Male;Smartphone;10 Months
1323;Standard;10;28/09/2022;02/07/2023;Mexico;29;Male;Smartphone;9 Months
1324;Premium;10;02/10/2022;04/07/2023;Spain;48;Female;Smart TV;9 Months
1325;Basic;15;03/10/2022;04/07/2023;Italy;34;Male;Smartphone;9 Months
1326;Premium;10;05/10/2022;05/07/2023;Spain;48;Male;Smartphone;9 Months
1327;Basic;12;07/10/2022;02/07/2023;Spain;48;Male;Laptop;9 Months
1328;Standard;12;09/10/2022;04/07/2023;United States;35;Female;Tablet;9 Months
1329;Standard;11;11/10/2022;04/07/2023;Canada;29;Male;Laptop;9 Months
1330;Basic;14;13/10/2022;05/07/2023;United States;47;Female;Smart TV;9 Months
1331;Premium;12;15/10/2022;02/07/2023;United States;36;Male;Smartphone;9 Months
1332;Basic;12;17/10/2022;04/07/2023;Canada;40;Female;Smartphone;9 Months
1333;Standard;14;21/10/2022;04/07/2023;United Kingdom;51;Male;Tablet;9 Months
1334;Premium;12;23/10/2022;05/07/2023;Australia;37;Male;Smart TV;9 Months
1335;Basic;12;24/10/2022;06/07/2023;Germany;36;Male;Tablet;9 Months
1336;Premium;12;28/10/2022;04/07/2023;France;45;Male;Tablet;8 Months
1337;Basic;11;31/10/2022;04/07/2023;Brazil;31;Female;Tablet;8 Months
1338;Standard;14;03/11/2022;04/07/2023;Mexico;45;Female;Laptop;8 Months
1339;Standard;11;04/11/2022;05/07/2023;Spain;30;Male;Laptop;8 Months
1340;Basic;14;05/11/2022;06/07/2023;Italy;40;Female;Smartphone;8 Months
1341;Premium;14;06/11/2022;04/07/2023;Spain;44;Female;Smart TV;8 Months
1342;Basic;12;01/11/2022;05/07/2023;Spain;36;Female;Laptop;8 Months
1343;Standard;10;01/11/2022;05/07/2023;United States;36;Male;Tablet;8 Months
1344;Premium;11;29/10/2022;05/07/2023;Canada;32;Female;Smartphone;8 Months
1345;Basic;10;27/10/2022;03/07/2023;United States;46;Male;Smart TV;8 Months
1346;Basic;12;16/10/2022;04/07/2023;United States;39;Female;Smart TV;9 Months
1347;Basic;13;14/10/2022;04/07/2023;Canada;30;Male;Smart TV;9 Months
1348;Standard;13;14/09/2022;05/07/2023;United Kingdom;34;Male;Laptop;10 Months
1349;Premium;14;03/09/2022;03/07/2023;Australia;28;Male;Laptop;10 Months
1350;Basic;13;27/08/2022;04/07/2023;Germany;39;Female;Smartphone;10 Months
1351;Basic;12;27/08/2022;05/07/2023;France;34;Female;Laptop;10 Months
1352;Premium;13;21/08/2022;05/07/2023;Brazil;42;Male;Laptop;11 Months
1353;Standard;13;13/08/2022;02/07/2023;Mexico;29;Female;Tablet;11 Months
1354;Standard;13;12/08/2022;04/07/2023;Spain;29;Male;Tablet;11 Months
1355;Basic;12;24/07/2022;04/07/2023;Italy;30;Male;Tablet;12 Months
1356;Premium;11;24/07/2022;04/07/2023;Spain;51;Male;Smartphone;12 Months
1357;Standard;11;12/07/2022;02/07/2023;Spain;51;Male;Smart TV;12 Months
1358;Basic;13;09/07/2022;04/07/2023;United States;44;Male;Tablet;12 Months
1359;Standard;13;09/07/2022;05/07/2023;Canada;35;Male;Laptop;12 Months
1360;Premium;10;10/07/2022;04/07/2023;United States;39;Male;Smart TV;12 Months
1361;Basic;12;02/07/2022;02/07/2023;United States;41;Female;Laptop;12 Months
1362;Premium;13;02/07/2022;04/07/2023;Canada;44;Female;Laptop;12 Months
1363;Standard;11;01/07/2022;05/07/2023;United Kingdom;29;Male;Laptop;12 Months
1364;Basic;14;01/07/2022;04/07/2023;Australia;47;Male;Tablet;12 Months
1365;Standard;10;30/06/2022;02/07/2023;Germany;28;Female;Smartphone;12 Months
1366;Premium;15;29/06/2022;04/07/2023;France;45;Male;Laptop;12 Months
1367;Basic;11;26/06/2022;04/07/2023;Brazil;28;Female;Smartphone;12 Months
1368;Standard;14;27/06/2022;03/07/2023;Mexico;31;Female;Laptop;12 Months
1369;Premium;13;25/06/2022;03/07/2023;Spain;47;Female;Laptop;12 Months
1370;Basic;13;23/06/2022;04/07/2023;Italy;42;Female;Tablet;13 Months
1371;Premium;14;24/06/2022;04/07/2023;Spain;34;Female;Laptop;13 Months
1372;Basic;12;25/06/2022;05/07/2023;Spain;40;Female;Laptop;13 Months
1373;Standard;13;26/06/2022;04/07/2023;United States;42;Female;Laptop;12 Months
1374;Standard;14;27/06/2022;07/07/2023;Canada;33;Male;Smart TV;13 Months
1375;Basic;12;30/06/2022;03/07/2023;United States;30;Male;Laptop;12 Months
1376;Premium;14;03/07/2022;05/07/2023;United States;29;Male;Tablet;12 Months
1377;Basic;13;09/07/2022;04/07/2023;Canada;31;Male;Smart TV;12 Months
1378;Standard;14;17/07/2022;06/07/2023;United Kingdom;46;Female;Smart TV;12 Months
1379;Premium;11;22/07/2022;03/07/2023;Australia;46;Female;Smartphone;12 Months
1380;Basic;11;28/07/2022;05/07/2023;Germany;47;Male;Laptop;11 Months
1381;Premium;12;04/08/2022;04/07/2023;France;48;Female;Smart TV;11 Months
1382;Basic;13;08/08/2022;06/07/2023;Brazil;32;Female;Smart TV;11 Months
1383;Standard;13;13/08/2022;04/07/2023;Mexico;51;Female;Tablet;11 Months
1384;Standard;13;17/08/2022;05/07/2023;Spain;33;Male;Smart TV;11 Months
1385;Basic;15;20/08/2022;04/07/2023;Italy;43;Male;Smartphone;11 Months
1386;Premium;14;28/08/2022;06/07/2023;Spain;43;Female;Smart TV;10 Months
1387;Basic;13;29/08/2022;04/07/2023;Spain;42;Male;Smart TV;10 Months
1388;Standard;15;03/09/2022;05/07/2023;United States;30;Male;Smartphone;10 Months
1389;Premium;13;10/09/2022;03/07/2023;Canada;50;Male;Smartphone;10 Months
1390;Basic;11;13/09/2022;05/07/2023;United States;51;Female;Laptop;10 Months
1391;Premium;14;15/09/2022;04/07/2023;United States;36;Female;Tablet;10 Months
1392;Basic;13;25/09/2022;06/07/2023;Canada;41;Female;Tablet;9 Months
1393;Standard;10;01/10/2022;03/07/2023;United Kingdom;37;Male;Smart TV;9 Months
1394;Standard;11;02/10/2022;04/07/2023;Australia;30;Female;Tablet;9 Months
1395;Basic;11;05/10/2022;04/07/2023;Germany;50;Female;Tablet;9 Months
1396;Premium;14;06/10/2022;05/07/2023;France;41;Female;Smart TV;9 Months
1397;Basic;14;07/10/2022;03/07/2023;Brazil;29;Female;Laptop;9 Months
1398;Standard;12;10/10/2022;04/07/2023;Mexico;43;Male;Smart TV;9 Months
1399;Premium;12;12/10/2022;04/07/2023;Spain;31;Female;Smart TV;9 Months
1400;Basic;14;15/10/2022;06/07/2023;Italy;40;Male;Laptop;9 Months
1401;Premium;12;17/10/2022;05/07/2023;Spain;35;Female;Smart TV;9 Months
1402;Basic;13;21/10/2022;04/07/2023;Spain;39;Female;Laptop;9 Months
1403;Standard;14;23/10/2022;05/07/2023;United States;48;Male;Laptop;9 Months
1404;Standard;14;24/10/2022;05/07/2023;Canada;42;Female;Tablet;8 Months
1405;Basic;11;27/10/2022;06/07/2023;United States;48;Female;Smart TV;8 Months
1406;Premium;10;30/10/2022;07/07/2023;United States;33;Female;Smart TV;8 Months
1407;Basic;14;31/10/2022;04/07/2023;Canada;45;Female;Smart TV;8 Months
1408;Standard;14;03/11/2022;04/07/2023;United Kingdom;40;Female;Smart TV;8 Months
1409;Premium;15;05/11/2022;06/07/2023;Australia;38;Male;Tablet;8 Months
1410;Basic;14;06/11/2022;06/07/2023;Germany;31;Female;Tablet;8 Months
1411;Premium;14;01/11/2022;04/07/2023;France;33;Female;Smart TV;8 Months
1412;Basic;15;02/11/2022;05/07/2023;Brazil;27;Male;Laptop;8 Months
1413;Standard;13;02/11/2022;05/07/2023;Mexico;47;Male;Smartphone;8 Months
1414;Standard;15;01/11/2022;06/07/2023;Spain;41;Male;Tablet;8 Months
1415;Basic;11;17/10/2022;03/07/2023;Italy;32;Female;Smart TV;9 Months
1416;Premium;11;18/10/2022;05/07/2023;Spain;31;Male;Smart TV;9 Months
1417;Basic;13;28/09/2022;05/07/2023;Spain;43;Female;Tablet;9 Months
1418;Standard;15;23/09/2022;05/07/2023;United States;42;Female;Smart TV;10 Months
1419;Premium;15;22/09/2022;03/07/2023;Canada;46;Male;Smartphone;9 Months
1420;Basic;12;31/08/2022;04/07/2023;United States;27;Female;Smartphone;10 Months
1421;Basic;15;28/08/2022;05/07/2023;United States;48;Female;Smart TV;10 Months
1422;Basic;15;27/08/2022;05/07/2023;Canada;49;Male;Laptop;10 Months
1423;Standard;12;17/08/2022;03/07/2023;United Kingdom;43;Male;Smart TV;11 Months
1424;Premium;14;09/08/2022;04/07/2023;Australia;38;Male;Laptop;11 Months
1425;Basic;13;24/07/2022;05/07/2023;Germany;37;Male;Smartphone;12 Months
1426;Basic;12;16/07/2022;04/07/2023;France;39;Female;Smart TV;12 Months
1427;Premium;10;15/07/2022;03/07/2023;Brazil;40;Male;Tablet;12 Months
1428;Standard;12;12/07/2022;05/07/2023;Mexico;40;Male;Smart TV;12 Months
1429;Standard;12;12/07/2022;06/07/2023;Spain;48;Male;Laptop;12 Months
1430;Basic;13;09/07/2022;05/07/2023;Italy;43;Female;Smart TV;12 Months
1431;Premium;10;05/07/2022;02/07/2023;Spain;46;Male;Laptop;12 Months
1432;Standard;11;05/07/2022;05/07/2023;Spain;43;Male;Smartphone;12 Months
1433;Basic;10;03/07/2022;05/07/2023;United States;30;Female;Tablet;12 Months
1434;Standard;13;01/07/2022;04/07/2023;Canada;51;Female;Laptop;12 Months
1435;Premium;12;30/06/2022;03/07/2023;United States;30;Male;Smartphone;12 Months
1436;Basic;14;27/06/2022;04/07/2023;United States;47;Female;Smart TV;12 Months
1437;Premium;13;28/06/2022;04/07/2023;Canada;41;Male;Laptop;12 Months
1438;Standard;10;28/06/2022;05/07/2023;United Kingdom;45;Female;Smartphone;12 Months
1439;Basic;14;24/06/2022;04/07/2023;Australia;47;Female;Laptop;13 Months
1440;Standard;11;24/06/2022;05/07/2023;Germany;48;Female;Smart TV;13 Months
1441;Premium;11;25/06/2022;04/07/2023;France;51;Female;Tablet;12 Months
1442;Basic;10;26/06/2022;06/07/2023;Brazil;29;Male;Smart TV;13 Months
1443;Standard;13;27/06/2022;05/07/2023;Mexico;43;Female;Laptop;12 Months
1444;Premium;13;29/06/2022;07/07/2023;Spain;49;Female;Tablet;12 Months
1445;Basic;11;02/07/2022;03/07/2023;Italy;37;Male;Smartphone;12 Months
1446;Premium;13;07/07/2022;05/07/2023;Spain;48;Male;Tablet;12 Months
1447;Basic;11;13/07/2022;05/07/2023;Spain;36;Female;Tablet;12 Months
1448;Standard;14;18/07/2022;07/07/2023;United States;33;Female;Laptop;12 Months
1449;Standard;14;24/07/2022;04/07/2023;Canada;38;Female;Laptop;12 Months
1450;Basic;12;31/07/2022;06/07/2023;United States;42;Female;Smartphone;11 Months
1451;Premium;15;01/08/2022;05/07/2023;United States;30;Female;Tablet;11 Months
1452;Basic;10;08/08/2022;06/07/2023;Canada;39;Male;Smart TV;11 Months
1453;Standard;14;13/08/2022;04/07/2023;United Kingdom;36;Male;Smartphone;11 Months
1454;Premium;11;14/08/2022;06/07/2023;Australia;27;Female;Smartphone;11 Months
1455;Basic;11;23/08/2022;04/07/2023;Germany;49;Male;Smart TV;11 Months
1456;Premium;14;27/08/2022;06/07/2023;France;31;Male;Laptop;10 Months
1457;Basic;10;31/08/2022;05/07/2023;Brazil;36;Male;Laptop;10 Months
1458;Standard;14;09/09/2022;06/07/2023;Mexico;41;Female;Tablet;10 Months
1459;Standard;10;10/09/2022;04/07/2023;Spain;45;Female;Laptop;10 Months
1460;Basic;14;12/09/2022;05/07/2023;Italy;45;Male;Smart TV;10 Months
1461;Premium;11;17/09/2022;05/07/2023;Spain;32;Male;Smart TV;10 Months
1462;Basic;13;21/09/2022;06/07/2023;Spain;41;Female;Smartphone;10 Months
1463;Standard;11;02/10/2022;03/07/2023;United States;37;Male;Smart TV;9 Months
1464;Premium;10;04/10/2022;05/07/2023;Canada;27;Male;Laptop;9 Months
1465;Basic;14;06/10/2022;04/07/2023;United States;41;Male;Laptop;9 Months
1466;Premium;13;07/10/2022;06/07/2023;United States;30;Female;Smart TV;9 Months
1467;Basic;12;08/10/2022;04/07/2023;Canada;43;Male;Smartphone;9 Months
1468;Standard;12;11/10/2022;05/07/2023;United Kingdom;51;Male;Laptop;9 Months
1469;Standard;12;13/10/2022;04/07/2023;Australia;46;Female;Smart TV;9 Months
1470;Basic;10;15/10/2022;06/07/2023;Germany;27;Female;Tablet;9 Months
1471;Premium;10;19/10/2022;06/07/2023;France;51;Female;Smartphone;9 Months
1472;Basic;14;21/10/2022;06/07/2023;Brazil;28;Female;Laptop;9 Months
1473;Standard;14;23/10/2022;05/07/2023;Mexico;33;Male;Smartphone;9 Months
1474;Premium;12;26/10/2022;05/07/2023;Spain;31;Female;Laptop;8 Months
1475;Basic;13;27/10/2022;06/07/2023;Italy;47;Male;Laptop;8 Months
1476;Premium;10;31/10/2022;07/07/2023;Spain;45;Female;Tablet;8 Months
1477;Basic;13;03/11/2022;05/07/2023;Spain;42;Male;Smart TV;8 Months
1478;Standard;15;05/11/2022;06/07/2023;United States;47;Female;Smart TV;8 Months
1479;Standard;12;06/11/2022;06/07/2023;Canada;29;Female;Smart TV;8 Months
1480;Basic;13;03/11/2022;07/07/2023;United States;49;Female;Laptop;8 Months
1481;Premium;14;03/11/2022;04/07/2023;United States;41;Female;Laptop;8 Months
1482;Basic;13;04/11/2022;05/07/2023;Canada;45;Male;Smartphone;8 Months
1483;Standard;14;02/11/2022;06/07/2023;United Kingdom;49;Male;Smart TV;8 Months
1484;Premium;13;27/10/2022;06/07/2023;Australia;41;Male;Smart TV;8 Months
1485;Basic;15;27/10/2022;04/07/2023;Germany;37;Male;Laptop;8 Months
1486;Premium;14;15/10/2022;05/07/2023;France;31;Male;Smartphone;9 Months
1487;Basic;13;03/10/2022;05/07/2023;Brazil;29;Male;Smartphone;9 Months
1488;Standard;10;25/09/2022;05/07/2023;Mexico;51;Female;Smart TV;9 Months
1489;Standard;12;16/09/2022;03/07/2023;Spain;33;Male;Smart TV;10 Months
1490;Basic;12;14/09/2022;04/07/2023;Italy;31;Male;Smartphone;10 Months
1491;Premium;11;11/09/2022;05/07/2023;Spain;42;Female;Laptop;10 Months
1492;Basic;15;09/09/2022;05/07/2023;Spain;48;Female;Laptop;10 Months
1493;Standard;13;12/08/2022;03/07/2023;United States;37;Female;Laptop;11 Months
1494;Premium;13;04/08/2022;06/07/2023;Canada;51;Female;Smartphone;11 Months
1495;Basic;12;04/08/2022;06/07/2023;United States;29;Female;Tablet;11 Months
1496;Basic;13;31/07/2022;05/07/2023;United States;46;Male;Tablet;11 Months
1497;Basic;15;29/07/2022;03/07/2023;Canada;35;Male;Smart TV;11 Months
1498;Standard;15;14/07/2022;05/07/2023;United Kingdom;44;Female;Smartphone;12 Months
1499;Premium;12;13/07/2022;06/07/2023;Australia;36;Male;Smart TV;12 Months
1500;Basic;14;11/07/2022;05/07/2023;Germany;38;Female;Tablet;12 Months
1501;Basic;12;12/07/2022;03/07/2023;France;36;Male;Smart TV;12 Months
1502;Premium;14;11/07/2022;05/07/2023;Brazil;40;Female;Laptop;12 Months
1503;Standard;10;02/07/2022;05/07/2023;Mexico;29;Male;Laptop;12 Months
1504;Standard;11;30/06/2022;06/07/2023;Spain;32;Male;Smart TV;12 Months
1505;Basic;12;30/06/2022;05/07/2023;Italy;30;Male;Laptop;12 Months
1506;Premium;10;29/06/2022;05/07/2023;Spain;47;Male;Smartphone;12 Months
1507;Standard;15;30/06/2022;04/07/2023;Spain;28;Female;Tablet;12 Months
1508;Basic;11;24/06/2022;05/07/2023;United States;49;Male;Laptop;13 Months
1509;Standard;12;25/06/2022;04/07/2023;Canada;50;Male;Smartphone;12 Months
1510;Premium;11;25/06/2022;07/07/2023;United States;33;Male;Smart TV;13 Months
1511;Basic;13;26/06/2022;04/07/2023;United States;50;Male;Smart TV;12 Months
1512;Premium;10;27/06/2022;06/07/2023;Canada;28;Female;Smart TV;12 Months
1513;Standard;12;29/06/2022;06/07/2023;United Kingdom;41;Male;Smartphone;12 Months
1514;Basic;12;01/07/2022;07/07/2023;Australia;30;Female;Smartphone;12 Months
1515;Standard;10;03/07/2022;04/07/2023;Germany;32;Male;Smart TV;12 Months
1516;Premium;15;12/07/2022;07/07/2023;France;50;Male;Laptop;12 Months
1517;Basic;11;15/07/2022;05/07/2023;Brazil;28;Female;Smart TV;12 Months
1518;Standard;13;19/07/2022;07/07/2023;Mexico;45;Male;Smart TV;12 Months
1519;Premium;14;27/07/2022;05/07/2023;Spain;31;Male;Tablet;11 Months
1520;Basic;11;29/07/2022;06/07/2023;Italy;27;Female;Smartphone;11 Months
1521;Premium;11;06/08/2022;05/07/2023;Spain;49;Male;Tablet;11 Months
1522;Basic;10;13/08/2022;06/07/2023;Spain;32;Female;Laptop;11 Months
1523;Standard;13;14/08/2022;05/07/2023;United States;38;Male;Smart TV;11 Months
1524;Standard;11;20/08/2022;07/07/2023;Canada;39;Male;Smartphone;11 Months
1525;Basic;14;24/08/2022;04/07/2023;United States;50;Female;Tablet;10 Months
1526;Premium;10;28/08/2022;06/07/2023;United States;51;Male;Tablet;10 Months
1527;Basic;15;05/09/2022;05/07/2023;Canada;32;Female;Smart TV;10 Months
1528;Standard;12;10/09/2022;07/07/2023;United Kingdom;45;Female;Smart TV;10 Months
1529;Premium;12;11/09/2022;04/07/2023;Australia;31;Female;Laptop;10 Months
1530;Basic;12;14/09/2022;06/07/2023;Germany;44;Male;Smartphone;10 Months
1531;Premium;12;21/09/2022;05/07/2023;France;30;Female;Tablet;10 Months
1532;Basic;13;26/09/2022;07/07/2023;Brazil;44;Female;Tablet;9 Months
1533;Standard;10;30/09/2022;03/07/2023;Mexico;37;Male;Tablet;9 Months
1534;Standard;14;02/10/2022;06/07/2023;Spain;30;Female;Tablet;9 Months
1535;Basic;12;06/10/2022;05/07/2023;Italy;31;Female;Smart TV;9 Months
1536;Premium;15;07/10/2022;06/07/2023;Spain;31;Female;Laptop;9 Months
1537;Basic;15;09/10/2022;06/07/2023;Spain;44;Male;Tablet;9 Months
1538;Standard;10;11/10/2022;05/07/2023;United States;44;Female;Smart TV;9 Months
1539;Premium;14;12/10/2022;05/07/2023;Canada;34;Male;Laptop;9 Months
1540;Basic;12;16/10/2022;06/07/2023;United States;42;Male;Laptop;9 Months
1541;Premium;15;17/10/2022;07/07/2023;United States;33;Male;Smartphone;9 Months
1542;Basic;11;21/10/2022;07/07/2023;Canada;35;Male;Smart TV;9 Months
1543;Standard;15;23/10/2022;06/07/2023;United Kingdom;34;Female;Laptop;9 Months
1544;Standard;14;25/10/2022;05/07/2023;Australia;47;Male;Tablet;8 Months
1545;Basic;13;27/10/2022;06/07/2023;Germany;43;Female;Laptop;8 Months
1546;Premium;13;29/10/2022;08/07/2023;France;43;Male;Smart TV;8 Months
1547;Basic;13;01/11/2022;05/07/2023;Brazil;35;Female;Smartphone;8 Months
1548;Standard;13;04/11/2022;06/07/2023;Mexico;39;Male;Tablet;8 Months
1549;Premium;10;04/11/2022;06/07/2023;Spain;39;Male;Tablet;8 Months
1550;Basic;11;04/11/2022;07/07/2023;Italy;49;Female;Smart TV;8 Months
1551;Premium;14;05/11/2022;04/07/2023;Spain;30;Male;Tablet;8 Months
1552;Basic;12;02/11/2022;05/07/2023;Spain;31;Female;Tablet;8 Months
1553;Standard;12;03/11/2022;06/07/2023;United States;39;Male;Tablet;8 Months
1554;Standard;14;30/10/2022;06/07/2023;Canada;30;Female;Laptop;8 Months
1555;Basic;13;31/10/2022;04/07/2023;United States;43;Female;Smartphone;8 Months
1556;Premium;10;14/10/2022;05/07/2023;United States;29;Female;Smartphone;9 Months
1557;Basic;14;26/09/2022;05/07/2023;Canada;46;Male;Smart TV;9 Months
1558;Standard;15;17/09/2022;06/07/2023;United Kingdom;35;Male;Smartphone;10 Months
1559;Premium;12;16/09/2022;03/07/2023;Australia;30;Male;Tablet;10 Months
1560;Basic;12;12/09/2022;07/07/2023;Germany;39;Female;Smart TV;10 Months
1561;Premium;14;12/09/2022;06/07/2023;France;41;Male;Laptop;10 Months
1562;Basic;12;29/08/2022;05/07/2023;Brazil;27;Male;Smartphone;10 Months
1563;Standard;15;25/08/2022;03/07/2023;Mexico;42;Male;Laptop;10 Months
1564;Standard;11;15/08/2022;06/07/2023;Spain;45;Female;Tablet;11 Months
1565;Basic;10;11/08/2022;07/07/2023;Italy;36;Female;Smart TV;11 Months
1566;Premium;12;10/08/2022;06/07/2023;Spain;35;Male;Laptop;11 Months
1567;Basic;13;26/07/2022;04/07/2023;Spain;38;Male;Smartphone;11 Months
1568;Standard;14;19/07/2022;06/07/2023;United States;41;Female;Smart TV;12 Months
1569;Premium;10;17/07/2022;06/07/2023;Canada;43;Male;Tablet;12 Months
1570;Basic;13;17/07/2022;06/07/2023;United States;44;Male;Tablet;12 Months
1571;Basic;10;17/07/2022;04/07/2023;United States;35;Male;Tablet;12 Months
1572;Basic;13;11/07/2022;06/07/2023;Canada;39;Male;Laptop;12 Months
1573;Standard;15;07/07/2022;05/07/2023;United Kingdom;43;Male;Smart TV;12 Months
1574;Premium;10;07/07/2022;06/07/2023;Australia;36;Male;Smart TV;12 Months
1575;Basic;11;08/07/2022;05/07/2023;Germany;49;Female;Laptop;12 Months
1576;Basic;12;06/07/2022;08/07/2023;France;29;Female;Smartphone;12 Months
1577;Premium;10;03/07/2022;04/07/2023;Brazil;45;Male;Tablet;12 Months
